,current_price,std_dev,average,upper,lower,BUSD,BTC,total_balance,action
2021-10-25 07:10:00,62104.0,84.24404,61934.74,62103.22636413574,61766.25019836426,1000649.4133999997,9.99,1621068.3733999997,OopenSELL
2021-10-25 07:15:00,62376.43,127.90546,61956.914,62212.72497558594,61701.10314941406,1000649.4133999997,9.99,1623789.9490999999,NoTrade
2021-10-25 07:20:00,62534.45,179.55794,61984.1,62343.21743774414,61624.98568725586,1000649.4133999997,9.99,1625368.5688999998,NoTrade
2021-10-25 07:25:00,62750.0,244.82372,62023.918,62513.56539916992,61534.27053833008,1000649.4133999997,9.99,1627521.9133999997,NoTrade
2021-10-25 07:30:00,62680.96,280.39026,62064.668,62625.448486328125,61503.887451171875,1000649.4133999997,9.99,1626832.2037999998,NoTrade
2021-10-25 07:35:00,62719.18,309.0021,62108.805,62726.80889892578,61490.80047607422,1000649.4133999997,9.99,1627214.0215999996,NoTrade
2021-10-25 07:40:00,62767.56,332.63867,62156.355,62821.6328125,61491.078125,1000649.4133999997,9.99,1627697.3377999999,NoTrade
2021-10-25 07:45:00,62711.31,343.751,62201.227,62888.728576660156,61513.724548339844,1000649.4133999997,9.99,1627135.4002999999,NoTrade
2021-10-25 07:50:00,62687.5,348.95325,62243.477,62941.383056640625,61545.570068359375,1000649.4133999997,9.99,1626897.5383999997,NoTrade
2021-10-25 07:55:00,62651.3,350.4123,62281.023,62981.84802246094,61580.19885253906,1000649.4133999997,9.99,1626535.9003999997,NoTrade
2021-10-25 08:00:00,62817.26,358.2579,62326.24,63042.75408935547,61609.72247314453,1000649.4133999997,9.99,1628193.8408,NoTrade
2021-10-25 08:05:00,62863.66,358.4763,62377.273,63094.226013183594,61660.320861816406,1000649.4133999997,9.99,1628657.3767999997,NoTrade
2021-10-25 08:10:00,62945.72,358.0714,62431.668,63147.810791015625,61715.525146484375,1000649.4133999997,9.99,1629477.1561999996,NoTrade
2021-10-25 08:15:00,62805.7,347.90872,62475.156,63170.973693847656,61779.338806152344,1000649.4133999997,9.99,1628078.3563999997,NoTrade
2021-10-25 08:20:00,62899.05,343.53027,62518.824,63205.884765625,61831.763671875,1000649.4133999997,9.99,1629010.9228999997,NoTrade
2021-10-25 08:25:00,62893.85,334.01117,62561.707,63229.72937011719,61893.68469238281,1000649.4133999997,9.99,1628958.9748999998,NoTrade
2021-10-25 08:30:00,62764.03,314.14447,62597.906,63226.19519042969,61969.61730957031,1000649.4133999997,9.99,1627662.0730999997,NoTrade
2021-10-25 08:35:00,62767.29,286.01398,62635.45,63207.47717285156,62063.42126464844,1000649.4133999997,9.99,1627694.6404999997,NoTrade
2021-10-25 08:40:00,62793.5,242.27863,62676.99,63161.54553222656,62192.43103027344,1000649.4133999997,9.99,1627956.4784,NoTrade
2021-10-25 08:45:00,62735.36,187.36087,62713.406,63088.127990722656,62338.684509277344,1000022.0597999997,10.0,1627375.6597999996,CloseSELL
2021-10-25 08:50:00,62750.0,124.73577,62745.707,62995.1785736084,62496.2354888916,1000022.0597999997,10.0,1627522.0597999997,NoTrade
2021-10-25 08:55:00,62713.36,92.24583,62762.55,62947.04243469238,62578.05912780762,1000022.0597999997,10.0,1627155.6597999996,NoTrade
2021-10-25 09:00:00,62780.0,75.97521,62774.832,62926.782455444336,62622.881607055664,1000022.0597999997,10.0,1627822.0597999997,NoTrade
2021-10-25 09:05:00,62832.92,76.76558,62778.977,62932.507720947266,62625.445404052734,1000022.0597999997,10.0,1628351.2597999997,NoTrade
2021-10-25 09:10:00,62815.52,73.71647,62785.7,62933.13215637207,62638.26628112793,1000022.0597999997,10.0,1628177.2597999997,NoTrade
2021-10-25 09:15:00,62806.73,72.220436,62790.082,62934.52290344238,62645.64115905762,1000022.0597999997,10.0,1628089.3597999997,NoTrade
2021-10-25 09:20:00,62813.52,72.19844,62792.375,62936.771881103516,62647.978118896484,1000022.0597999997,10.0,1628157.2597999997,NoTrade
2021-10-25 09:25:00,62703.52,72.654274,62791.99,62937.29682922363,62646.67973327637,1000022.0597999997,10.0,1627057.2597999997,NoTrade
2021-10-25 09:30:00,62685.01,72.835,62791.863,62937.533279418945,62646.193283081055,1000022.0597999997,10.0,1626872.1597999996,NoTrade
2021-10-25 09:35:00,62775.2,65.5174,62798.062,62929.09730529785,62667.02769470215,1000022.0597999997,10.0,1627774.0597999997,NoTrade
2021-10-25 09:40:00,62773.89,65.56371,62795.895,62927.02195739746,62664.76710510254,1000022.0597999997,10.0,1627760.9597999998,NoTrade
2021-10-25 09:45:00,62803.97,63.74422,62792.906,62920.394691467285,62665.417808532715,1000022.0597999997,10.0,1628061.7597999997,NoTrade
2021-10-25 09:50:00,62794.95,53.28353,62785.375,62891.94206237793,62678.80793762207,1000022.0597999997,10.0,1627971.5597999997,NoTrade
2021-10-25 09:55:00,62730.68,54.350178,62781.617,62890.317543029785,62672.916831970215,1000022.0597999997,10.0,1627328.8597999997,NoTrade
2021-10-25 10:00:00,62732.42,48.124958,62773.28,62869.53116607666,62677.03133392334,1000022.0597999997,10.0,1627346.2597999997,NoTrade
2021-10-25 10:05:00,62669.61,44.731895,62762.07,62851.534103393555,62672.606521606445,999395.3636999998,10.01,1626718.1597999998,OpenBUY
2021-10-25 10:10:00,62754.46,44.75958,62761.594,62851.11290740967,62672.07459259033,1000022.9082999998,10.0,1627567.5082999999,CloseBUY
2021-10-25 10:15:00,62736.99,45.053078,62760.082,62850.18818664551,62669.97587585449,1000022.9082999998,10.0,1627392.8082999997,NoTrade
2021-10-25 10:20:00,62675.07,47.96049,62754.164,62850.08504486084,62658.24308013916,1000022.9082999998,10.0,1626773.6082999997,NoTrade
2021-10-25 10:25:00,62635.62,54.407993,62749.176,62857.9917678833,62640.3597946167,999396.5520999997,10.01,1626379.1082999997,OpenBUY
2021-10-25 10:30:00,62623.35,60.9232,62742.844,62864.6901473999,62620.9973526001,999396.5520999997,10.01,1626256.2855999996,NoTrade
2021-10-25 10:35:00,62544.68,74.56821,62734.406,62883.54266357422,62585.26983642578,999396.5520999997,10.01,1625468.7988999998,NoTrade
2021-10-25 10:40:00,62507.06,88.626,62720.75,62898.00199890137,62543.49800109863,999396.5520999997,10.01,1625092.2226999998,NoTrade
2021-10-25 10:45:00,62669.91,85.37203,62712.6,62883.345626831055,62541.857498168945,1000023.2511999997,10.0,1626722.3512,CloseBUY
2021-10-25 10:50:00,62721.22,82.09946,62707.887,62872.08563232422,62543.68780517578,1000023.2511999997,10.0,1627235.4511999995,NoTrade
2021-10-25 10:55:00,62772.89,80.37568,62706.2,62866.95057678223,62545.44786071777,1000023.2511999997,10.0,1627752.1511999997,NoTrade
2021-10-25 11:00:00,62811.24,80.22478,62706.086,62866.53549194336,62545.63638305664,1000023.2511999997,10.0,1628135.6511999997,NoTrade
